Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,Interior Reflected Color L*,Interior Reflected Color a*,Interior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C180 4mm,25.44,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Air,0.3011,0.053,18.86,0.2173,0.3517,0.0769,33.35,-0.13,-3.56,48.31,-2.49,-4.05,0.0455,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C270 4mm,25.44,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Air,0.2978,0.0524,19.07,0.2068,0.3092,0.0743,32.74,-2.05,-1.16,43.45,-4.06,-0.74,0.0246,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C272 4mm,25.44,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Air,0.2986,0.0526,19.02,0.2121,0.3193,0.0712,32.06,-0.51,-1.74,41.32,-2.07,-0.78,0.0304,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C366 4mm,25.44,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Air,0.2962,0.0522,19.17,0.1942,0.2877,0.0722,32.26,0.16,-2.22,41.59,-2.0,-2.31,0.0088,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.58mm / SB60 4mm,25.43,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2978,0.0524,19.07,0.2117,0.3233,0.0717,32.15,-0.65,-1.43,41.5,-2.39,-1.01,0.0339,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.58mm / SB70 4mm,25.43,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2959,0.0521,19.19,0.1857,0.2958,0.0758,33.09,-0.29,-3.51,45.16,-4.05,-3.38,0.0125,Yes,No,,
EnthermalPlus,SB60 Solargray 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.49mm / LUMI 4mm,25.44,Solargray®  5mm,5288,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2993,0.0527,18.97,0.2219,0.3691,0.0709,32.03,0.07,-2.93,43.2,-2.29,-1.78,0.0649,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C180 4mm,25.44,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Air,0.3011,0.053,18.86,0.291,0.4758,0.105,38.87,-0.83,-7.3,48.92,-2.69,-4.14,0.0704,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C270 4mm,25.44,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Air,0.2978,0.0524,19.07,0.2763,0.4183,0.1003,37.96,-3.9,-3.46,44.0,-4.24,-0.87,0.0375,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C272 4mm,25.44,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Air,0.2986,0.0526,19.02,0.2836,0.4318,0.0945,36.89,-1.43,-4.28,41.95,-2.27,-0.93,0.046,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.59mm / C366 4mm,25.44,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Air,0.2962,0.0522,19.17,0.2592,0.3892,0.0961,37.18,-0.35,-5.1,42.1,-2.25,-2.38,0.0134,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.58mm / SB60 4mm,25.43,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2978,0.0524,19.07,0.283,0.4372,0.0953,37.02,-1.63,-3.83,42.14,-2.62,-1.15,0.0521,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.58mm / SB70 4mm,25.43,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2959,0.0521,19.19,0.2477,0.4002,0.1029,38.46,-1.06,-7.12,45.64,-4.25,-3.39,0.0191,Yes,No,,
EnthermalPlus,SB60 Optiblue 5mm / Vacuum 0.25mm / Clear 4mm / Air 12.49mm / LUMI 4mm,25.44,Optiblue® (Solarban® z50)  5mm,5423,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2993,0.0527,18.97,0.2974,0.4992,0.094,36.86,-0.47,-6.17,43.99,-2.53,-1.97,0.1014,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.3952,0.0696,14.37,0.5443,0.6814,0.1976,51.76,-2.23,-6.84,52.17,-1.86,-7.07,0.1183,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.3903,0.0687,14.55,0.4401,0.5985,0.1877,50.55,-6.03,-2.77,46.95,-3.54,-3.73,0.0598,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.3914,0.0689,14.51,0.4629,0.6175,0.1762,49.15,-2.81,-3.9,45.27,-1.43,-4.27,0.0727,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.3878,0.0683,14.64,0.3968,0.5563,0.1794,49.52,-1.42,-4.73,44.83,-2.1,-4.64,0.0219,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.3902,0.0687,14.55,0.4557,0.6253,0.1778,49.32,-3.03,-3.36,45.53,-1.9,-4.41,0.0854,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.3874,0.0682,14.66,0.3781,0.5726,0.1931,51.19,-2.68,-6.71,48.21,-3.87,-5.2,0.0316,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.3925,0.0691,14.47,0.5433,0.714,0.1753,49.1,-1.71,-6.08,48.11,-1.47,-6.05,0.174,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.3047,0.0537,18.64,0.3188,0.5995,0.1569,46.67,-3.89,-3.55,50.98,-5.74,-2.92,0.0603,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.3018,0.0531,18.82,0.3074,0.5269,0.1492,45.57,-7.35,0.24,45.87,-7.06,0.14,0.033,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.3024,0.0533,18.78,0.3146,0.5437,0.1402,44.29,-4.42,-0.74,44.05,-5.43,0.23,0.0405,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.3003,0.0529,18.91,0.2918,0.49,0.1426,44.62,-3.26,-1.52,43.84,-5.1,-1.4,0.0117,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.3017,0.0531,18.82,0.3141,0.5505,0.1415,44.46,-4.59,-0.23,44.3,-5.9,0.04,0.0451,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.3001,0.0528,18.92,0.2798,0.5043,0.1532,46.13,-4.54,-3.37,47.26,-6.83,-2.35,0.0164,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.3031,0.0534,18.73,0.3265,0.6284,0.1395,44.25,-3.39,-2.76,46.62,-6.4,-0.55,0.0865,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.325,0.0572,17.47,0.3608,0.6176,0.1446,44.93,-1.71,-4.09,49.54,-2.47,-4.07,0.0727,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.3217,0.0567,17.65,0.339,0.5428,0.1364,43.7,-5.63,0.32,44.56,-4.09,-0.85,0.0402,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.3225,0.0568,17.61,0.3488,0.5603,0.127,42.27,-2.32,-0.82,42.58,-2.08,-0.92,0.0503,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.32,0.0564,17.74,0.3174,0.5049,0.1296,42.65,-0.97,-1.77,42.61,-2.28,-2.31,0.0144,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.3216,0.0566,17.65,0.3476,0.5674,0.1284,42.45,-2.54,-0.23,42.79,-2.45,-1.13,0.0545,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.3198,0.0563,17.76,0.3033,0.5194,0.1408,44.34,-2.28,-3.99,46.11,-4.21,-3.29,0.0207,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.3232,0.0569,17.57,0.3686,0.6478,0.1262,42.22,-1.15,-3.15,44.79,-2.25,-1.95,0.1033,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.284,0.05,20.0,0.1459,0.3354,0.1428,44.88,-6.56,-13.35,52.99,-2.87,-2.75,0.0094,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.2814,0.0496,20.18,0.1458,0.295,0.1405,44.5,-7.75,-11.95,47.67,-4.7,0.4,0.0049,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.282,0.0497,20.13,0.1483,0.304,0.1373,44.04,-6.71,-12.19,46.1,-2.54,0.11,0.0062,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.2802,0.0493,20.27,0.1437,0.2748,0.138,44.13,-6.37,-12.45,45.49,-3.66,-0.5,0.0018,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2814,0.0496,20.18,0.1483,0.308,0.1377,44.09,-6.73,-12.05,46.37,-3.12,0.15,0.0069,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.28,0.0493,20.28,0.1396,0.2827,0.1416,44.68,-6.89,-13.02,48.84,-5.16,-1.68,0.0027,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2826,0.0498,20.09,0.1501,0.3514,0.1372,44.04,-6.29,-12.91,49.12,-2.68,-0.62,0.0136,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.2579,0.0454,22.01,0.2363,0.5573,0.142,44.57,-2.47,-4.45,49.96,-1.06,-4.91,0.0221,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.2559,0.0451,22.19,0.2374,0.49,0.1354,43.56,-5.4,-1.28,44.92,-2.92,-1.64,0.0117,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.2563,0.0451,22.15,0.241,0.5057,0.1275,42.36,-2.62,-2.17,43.0,-0.7,-1.88,0.0145,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.2548,0.0449,22.28,0.2335,0.4563,0.1294,42.65,-1.75,-2.77,42.93,-1.41,-2.91,0.0043,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2558,0.0451,22.19,0.2412,0.5121,0.1286,42.51,-2.74,-1.74,43.22,-1.07,-2.06,0.0162,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2547,0.0449,22.3,0.2261,0.4694,0.1387,44.05,-3.29,-4.15,46.42,-3.38,-3.83,0.0062,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2568,0.0452,22.11,0.2434,0.5844,0.1269,42.32,-1.64,-3.96,45.33,-0.42,-3.13,0.0318,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C180 4mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Air,0.2517,0.0443,22.56,0.1847,0.4511,0.1156,40.68,-4.17,-3.01,52.66,-4.75,-1.9,0.0064,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C270 4mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Air,0.2497,0.044,22.74,0.1858,0.3965,0.1113,39.95,-6.18,-0.76,47.4,-6.1,1.04,0.0035,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C272 4mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Air,0.2501,0.0441,22.7,0.1886,0.4089,0.106,39.03,-4.06,-1.39,45.78,-4.37,1.18,0.0044,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.65mm / C366 4mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Air,0.2487,0.0438,22.83,0.1835,0.3691,0.1073,39.23,-3.44,-1.79,45.27,-4.39,-0.42,0.0013,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB60 4mm,25.39,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2496,0.044,22.75,0.1888,0.4142,0.1068,39.14,-4.13,-1.09,46.05,-4.86,1.04,0.0048,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.64mm / SB70 4mm,25.39,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2485,0.0438,22.85,0.178,0.3799,0.1134,40.3,-4.79,-2.64,48.63,-6.01,-1.34,0.0018,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.55mm / LUMI 4mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2506,0.0441,22.66,0.1903,0.4725,0.1056,39.0,-3.37,-2.68,48.71,-5.09,0.56,0.009,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C180 4mm,25.45,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Air,0.3037,0.0535,18.7,0.3465,0.6193,0.1473,45.32,-2.52,-4.16,49.8,-2.92,-3.49,0.0858,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C270 4mm,25.45,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Air,0.3008,0.053,18.87,0.3318,0.5443,0.1391,44.1,-6.33,0.09,44.8,-4.46,-0.32,0.045,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C272 4mm,25.45,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Air,0.3015,0.0531,18.83,0.34,0.5619,0.1295,42.66,-3.0,-1.04,42.85,-2.53,-0.3,0.0548,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C366 4mm,25.45,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Air,0.2994,0.0527,18.97,0.3139,0.5064,0.1321,43.03,-1.68,-1.94,42.84,-2.58,-1.84,0.0162,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.59mm / SB60 4mm,25.44,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Air,0.3008,0.053,18.88,0.3394,0.5689,0.1309,42.84,-3.21,-0.47,43.07,-2.9,-0.51,0.063,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.59mm / SB70 4mm,25.44,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2992,0.0527,18.98,0.3007,0.5209,0.1434,44.73,-3.12,-4.02,46.33,-4.48,-2.84,0.023,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.5mm / LUMI 4mm,25.45,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.3022,0.0532,18.79,0.3545,0.6495,0.1288,42.61,-1.85,-3.32,45.12,-2.83,-1.2,0.1249,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C180 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Air,0.2515,0.0443,22.58,0.2352,0.5671,0.1668,47.95,-4.48,-4.96,51.66,-2.53,-6.8,0.0317,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C270 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Air,0.2495,0.0439,22.76,0.2374,0.4986,0.1599,47.01,-7.3,-2.24,46.46,-4.37,-3.41,0.0163,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C272 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Air,0.25,0.044,22.72,0.2405,0.5143,0.1518,45.91,-4.77,-3.15,44.73,-2.23,-4.02,0.0208,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C366 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Air,0.2485,0.0438,22.85,0.2349,0.4641,0.1538,46.18,-3.97,-3.68,44.36,-3.11,-4.22,0.0062,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.59mm / SB60 4mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Air,0.2495,0.0439,22.76,0.2407,0.5208,0.153,46.06,-4.87,-2.74,44.98,-2.74,-4.11,0.0229,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.59mm / SB70 4mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Air,0.2484,0.0437,22.86,0.2283,0.4777,0.1632,47.46,-5.31,-4.86,47.75,-4.89,-4.99,0.0095,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.5mm / LUMI 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Air,0.2504,0.0441,22.68,0.2422,0.5943,0.1512,45.88,-3.88,-4.69,47.47,-2.26,-5.71,0.0455,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Air 11.6mm / C180 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Air,0.3049,0.0537,18.63,0.2509,0.4746,0.2131,53.46,-3.93,-7.63,53.5,-5.82,-7.55,0.054,Yes,No,,
